nomeEntidade,anoCadastro,anoExercicio,dataEmpenho,licitacao,numeroEmpenho,idElemento,descricaoOrgao,historicoEmpenho,tipoEmpenho,mascaraElemento,descricaoElemento,credor,valorEmpenho,valorLiquidadoEmpenho,valorPagoEmpenho,saldoAPagar,categoriaEmpenho,numeroControleProcesso,modalidadeAplicacao,idRecurso,descricaoRecurso,tipoRecurso,finalidade,tipoPoderOrgao,descricaoUnidade,descricaoFuncao,descricaoSubfuncao,descricaoPrograma,idProjetoAtividade,"descricaoProjetoAtividade","descricaoAplicacaoRecurso",grupoElemento,"descricaoDetalhamentoElemento",valorEmpenhado,ValorAnuladoEmpenho,valorPagoRestosEmpenho,"valorRestosAPagarNaoProcessados","valorRestosAPagarProcessados","valorRestosAPagarCancelados",saldoALiquidar,saldoAPagarLiquidado,contrato,anulacoes,itens,liquidacoes,pagamentos,dotacaoOrcamentaria,convenio,documentosFiscais,parcelas,documentosRelacionados
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-19," ",2814,10721704,"FUNDO MUNICIPAL DE SAÚDE","Parcela 01 a 07 - Ref. transferência de recursos financeiros para operacionalização do Pronto Atendimento 24h Boa Vista, que contempla o serviço de urgência e emergência 24h por dia (7 dias da semana). Cfe. Termo aditivo 01 do termo de Colaboração n 3050/2024, de 16/05/2024.",Ordinário,33504399000000,"Outras Subvenções Sociais","credor_cc44b0ab-174d-43e8-bf27-e09302737bc4.csv",3102486.95,2580193.84,2580193.84,0.0,CONVENIO," ","Transferências a Instituições Privadas sem Fins Lucrativos",150010020102,"Receitas de Impostos e de Transferência de Impostos - Saúde",Ordinário," ",Executivo,"Unidades de Saúde / 24Hs / Policlinicas",Saúde,"Atenção Básica","SAUDE PARA TODOS",1048,"Manut. e contrução das Unidades de Saude, 24 Horas e Policlinicas"," ","OUTRAS DESPESAS CORRENTES","Subvenções Sociais",3102486.95,522293.11,0,0,0,0,0.0,0.0," ","anulacoes_b0447982-b011-414e-bf39-8ebb79d5f5bb.csv"," ","liquidacoes_79a3ecbe-4ac0-4fa1-9772-698230816330.csv","pagamentos_317b3aff-5261-4cdb-82bc-f5e201f44a07.csv","dotacaoOrcamentaria_28ae765c-d22c-4646-9465-e535615840eb.csv","convenio_3d05690a-09be-485a-a2b4-e2a49fac5fa5.csv","documentosFiscais_43219a1c-ce2a-4c77-ae29-79ec7deb9b25.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-25," ",2872,10722037,"FUNDO MUNICIPAL DE SAÚDE","Ref. diária sem pernoite, para custear despesas no transporte de paciente de Criciúma/SC para Florianópolis/SC, via Tratamento Fora do Domicílio - TFD, no dia 25 de junho de 2024. Cfe. Memorando n 974/2024/TFD.",Ordinário,33901414000000,"Diárias no País - Civil","credor_43421faa-9437-4309-a4db-3b46bca1de63.csv",79.79,79.79,79.79,0.0,DIARIA," ","Aplicações Diretas",160000000138,"Transf. do SUS/União",vinculado," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Atenção Básica","SAUDE PARA TODOS",1045,"Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut."," ","OUTRAS DESPESAS CORRENTES","Diárias - Civil",79.79,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_65a74a95-f0d4-4b9a-993b-1283f2b5f47c.csv","pagamentos_73801465-7c1f-4fdb-ab1d-23e396a2c868.csv","dotacaoOrcamentaria_51dbf079-5201-48df-bfd8-2aa88b2d8127.csv"," ","documentosFiscais_83478298-5803-4ace-992e-8f0ed1cf6462.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-25," ",2873,10722037,"FUNDO MUNICIPAL DE SAÚDE","Ref. diária sem pernoite, para custear despesas no transporte de paciente de Criciúma/SC para Florianópolis/SC, via Tratamento Fora do Domicílio - TFD, no dia 25 de junho de 2024. Cfe. Memorando n 970/2024/TFD.",Ordinário,33901414000000,"Diárias no País - Civil","credor_1f0b179f-2c8a-4e7b-880b-0c83c3a80b20.csv",79.79,79.79,79.79,0.0,DIARIA," ","Aplicações Diretas",160000000138,"Transf. do SUS/União",vinculado," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Atenção Básica","SAUDE PARA TODOS",1045,"Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut."," ","OUTRAS DESPESAS CORRENTES","Diárias - Civil",79.79,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_65dcf513-848d-42ef-9cef-37b925a0f4af.csv","pagamentos_46a94920-a12f-4c32-b4c0-394035146a79.csv","dotacaoOrcamentaria_4d8a1d0a-5425-4d37-babb-f5b69b64f0c7.csv"," ","documentosFiscais_360c1020-a1c5-4924-a90b-f8464c0ef1e9.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-26," ",2886,10722037,"FUNDO MUNICIPAL DE SAÚDE","Ref. diária sem pernoite, para custear despesas no transporte de paciente de Criciúma/SC para Florianópolis/SC, via Tratamento Fora do Domicílio - TFD, no dia 26 de junho de 2024. Cfe. Memorando n 981/2024/TFD.",Ordinário,33901414000000,"Diárias no País - Civil","credor_6898a008-5537-486d-8d1e-a2c6423591e7.csv",79.79,79.79,79.79,0.0,DIARIA," ","Aplicações Diretas",160000000138,"Transf. do SUS/União",vinculado," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Atenção Básica","SAUDE PARA TODOS",1045,"Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut."," ","OUTRAS DESPESAS CORRENTES","Diárias - Civil",79.79,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_25e15d19-96b0-4dfa-86aa-730f712fdd24.csv","pagamentos_4d13bb0b-3330-4a13-b05d-1304f50a558e.csv","dotacaoOrcamentaria_9b7dfd64-ca6f-45f6-b0fa-ae77bbdfffe2.csv"," ","documentosFiscais_343c0d77-77b9-4c7a-a6a0-a9a7c1c7491d.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-26," ",2887,10722037,"FUNDO MUNICIPAL DE SAÚDE","Ref. diária sem pernoite, para custear despesas no transporte de paciente de Criciúma/SC para Florianópolis/SC, via Tratamento Fora do Domicílio - TFD, no dia 26 de junho de 2024. Cfe. Memorando n 977/2024/TFD.",Ordinário,33901414000000,"Diárias no País - Civil","credor_b7765a79-5a53-4468-af47-9ed5aead014f.csv",79.79,79.79,79.79,0.0,DIARIA," ","Aplicações Diretas",160000000138,"Transf. do SUS/União",vinculado," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Atenção Básica","SAUDE PARA TODOS",1045,"Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut."," ","OUTRAS DESPESAS CORRENTES","Diárias - Civil",79.79,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_a534595a-f285-490b-9776-266dab929132.csv","pagamentos_20af9b1e-8cfd-416e-878e-9c3581a4d8c8.csv","dotacaoOrcamentaria_048c0bba-feba-4b9d-a041-4b523a4a4c85.csv"," ","documentosFiscais_23da1a91-5a82-48d0-9c93-5def2e3c82b0.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-26," ",2888,10722037,"FUNDO MUNICIPAL DE SAÚDE","Ref. diária sem pernoite, para custear despesas no transporte de paciente de Criciúma/SC para Florianópolis/SC, via Tratamento Fora do Domicílio - TFD, no dia 26 de junho de 2024. Cfe. Memorando n 979/2024/TFD.",Ordinário,33901414000000,"Diárias no País - Civil","credor_3a86f553-b175-41ff-8a17-25f129d0ab42.csv",79.79,79.79,79.79,0.0,DIARIA," ","Aplicações Diretas",160000000138,"Transf. do SUS/União",vinculado," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Atenção Básica","SAUDE PARA TODOS",1045,"Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut."," ","OUTRAS DESPESAS CORRENTES","Diárias - Civil",79.79,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_5af0505a-9755-47be-914f-4b57f2030b88.csv","pagamentos_0d92fbfb-c1e6-4674-ac31-ad49869fb508.csv","dotacaoOrcamentaria_8d186421-9759-493a-8dbb-d839609c1659.csv"," ","documentosFiscais_e0eb1136-26a5-4f8a-a19d-20a638f43c5f.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-26," ",2889,10722037,"FUNDO MUNICIPAL DE SAÚDE","Ref. diária sem pernoite, para custear despesas no transporte de paciente de Criciúma/SC para Joinville/SC, via Tratamento Fora do Domicílio - TFD, no dia 26 de junho de 2024. Cfe. Memorando n 978/2024/TFD.",Ordinário,33901414000000,"Diárias no País - Civil","credor_03b10c4e-7dbb-4126-a1f7-9821eeb66e0a.csv",79.79,79.79,79.79,0.0,DIARIA," ","Aplicações Diretas",160000000138,"Transf. do SUS/União",vinculado," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Atenção Básica","SAUDE PARA TODOS",1045,"Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut."," ","OUTRAS DESPESAS CORRENTES","Diárias - Civil",79.79,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_3100bb00-e112-42fc-9869-e196898db05a.csv","pagamentos_512d39e2-b5af-45e3-9b07-a9ad41b27481.csv","dotacaoOrcamentaria_fbba3679-0b23-4367-b0cc-c09e8e52a0a9.csv"," ","documentosFiscais_f4582a33-d73d-48ce-a119-1e49dcd4f1ab.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-26," ",2890,10722037,"FUNDO MUNICIPAL DE SAÚDE","Ref. diária sem pernoite, para custear despesas no transporte de paciente de Criciúma/SC para Sombrio/SC, via Tratamento Fora do Domicílio - TFD, no dia 26 de junho de 2024. Cfe. Memorando n 980/2024/TFD.",Ordinário,33901414000000,"Diárias no País - Civil","credor_14a14885-9f28-470a-b865-ca2cfba95125.csv",39.9,39.9,39.9,0.0,DIARIA," ","Aplicações Diretas",160000000138,"Transf. do SUS/União",vinculado," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Atenção Básica","SAUDE PARA TODOS",1045,"Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut."," ","OUTRAS DESPESAS CORRENTES","Diárias - Civil",39.9,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_666f0d3a-d2c2-4f04-839f-5fe0a6bab7ca.csv","pagamentos_fa2ccc44-01eb-4a03-89f4-ff4195be8184.csv","dotacaoOrcamentaria_0901db94-6efc-4ca1-90e9-34f82e2b3a90.csv"," ","documentosFiscais_e330b053-ec3b-4b60-94e2-466c388ac4bd.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-26," ",2891,10722037,"FUNDO MUNICIPAL DE SAÚDE","Ref. diária sem pernoite, para custear despesas no transporte de paciente de Criciúma/SC para Timbé do Sul/SC, via Tratamento Fora do Domicílio - TFD, no dia 26 de junho de 2024. Cfe. Memorando n 982/2024/TFD.",Ordinário,33901414000000,"Diárias no País - Civil","credor_b1f71ba4-64bb-4412-8aaf-71b47b20e534.csv",39.9,39.9,39.9,0.0,DIARIA," ","Aplicações Diretas",160000000138,"Transf. do SUS/União",vinculado," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Atenção Básica","SAUDE PARA TODOS",1045,"Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut."," ","OUTRAS DESPESAS CORRENTES","Diárias - Civil",39.9,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_29917bdd-31f9-4083-ae71-41a8adc41846.csv","pagamentos_6273f7c1-a3a2-48cc-a6f1-d69b25f09c55.csv","dotacaoOrcamentaria_c120852e-d835-406f-8b7a-054300385cd5.csv"," ","documentosFiscais_4e6a5ca2-ab83-4910-ad9c-651ecbe5e400.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-04-17,"licitacao_9984000a-b9f3-437e-854e-35233f570bc1.csv",1780,10722071,"FUNDO MUNICIPAL DE SAÚDE","Registro de preços de vacinas e insumos veterinários, para atendimento aos serviços da Rede Municipal de Saúde de Criciúma/SC. Cfe. Ata RP n 048/2023.",Ordinário,33903018000000,"Materiais e Medicamentos p/Uso Veterinário","credor_d235e47b-b9f9-414d-9045-5cc086907088.csv",244.08,244.08,244.08,0.0,PROCESSO," ","Aplicações Diretas",150010020102,"Receitas de Impostos e de Transferência de Impostos - Saúde",Ordinário," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Vigilância Epidemiológica","SAUDE PARA TODOS",1207,"Manutenção do Centro de Zoonoses - CCZ"," ","OUTRAS DESPESAS CORRENTES","Material de Consumo",244.08,0.0,0,0,0,0,0.0,0.0," "," ","itens_7dd6a2d5-d3ab-4fd4-baed-30415121f6c6.csv","liquidacoes_ff6e90b6-5358-4a7c-9038-6cbf8a10d0e9.csv","pagamentos_657c78e0-12c9-41cc-8a07-09fbc452f7d7.csv","dotacaoOrcamentaria_42b2e8ea-32ff-4c10-8670-e8793119dcc0.csv"," ","documentosFiscais_c74db53c-2a88-453b-9d86-210fbf4a8990.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-19,"licitacao_2b37edfa-c976-44f6-ab16-027987751f99.csv",2825,10722238,"FUNDO MUNICIPAL DE SAÚDE","Registro de preços de serviços gráficos, para impressão de formulários personalizados, em atendimento a Rede Municipal de Saúde de Criciúma/SC. Cfe. Ata RP n 104/2023.",Ordinário,33903963000000,"Serviços Gráficos e Editoriais","credor_10ecb024-56d2-4771-995c-14334c97f9a7.csv",9634,9634.0,9634.0,0.0,PROCESSO," ","Aplicações Diretas",170031100178,"EMENDAS PARLAMENTARES INDIVIDUAIS-Transf. Com. Finalidade Definida",vinculado," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Atenção Básica","SAUDE PARA TODOS",1050,"Manut. PSF e ESF"," ","OUTRAS DESPESAS CORRENTES","Outros Serviços de Terceiros - Pessoa Jurídica",9634.0,0.0,0,0,0,0,0.0,0.0," "," ","itens_d8a8d35a-aa68-4534-9eb8-0582f0c7c184.csv","liquidacoes_629406a0-ccd2-4dd1-a3b7-49fe82065f79.csv","pagamentos_b4e0a477-7703-4873-ae29-e9f634aa343b.csv","dotacaoOrcamentaria_def67403-de8e-49ff-aa06-ff61e384f2b2.csv"," ","documentosFiscais_ce75631a-83b5-4eac-a98b-b04aaebb733c.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-13,"licitacao_2892d3da-b821-49fb-9538-62ada0028044.csv",2702,10722089,"FUNDO MUNICIPAL DE SAÚDE","Registro de Preços de materiais médicos e hospitalares, para aquisições futuras e eventuais, para atendimento a Rede Municipal de Saúde do município de Criciúma/SC. Cfe. Ata RP n 74/2024.",Ordinário,33903036000000,"Material Hospitalar","credor_e52c86a5-cc5f-4524-bf1b-212a63639757.csv",9000,9000.0,9000.0,0.0,PROCESSO," ","Aplicações Diretas",170031100178,"EMENDAS PARLAMENTARES INDIVIDUAIS-Transf. Com. Finalidade Definida",vinculado," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Atenção Básica","SAUDE PARA TODOS",1050,"Manut. PSF e ESF"," ","OUTRAS DESPESAS CORRENTES","Material de Consumo",9000.0,0.0,0,0,0,0,0.0,0.0," "," ","itens_32d676ec-2210-4a7c-acf0-d7cd627cde3a.csv","liquidacoes_6c818c4c-5218-47bc-a6fc-65c1298c5de8.csv","pagamentos_87c47361-6bce-4d00-b9a2-33b82fa36d37.csv","dotacaoOrcamentaria_458d64fc-581c-45a6-9666-a895f424d34d.csv"," ","documentosFiscais_7763aabf-927c-4ca7-bea9-02c422a6737e.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-12,"licitacao_1fdc5237-a586-48e7-9cb4-dc5d16459525.csv",2678,10722089,"FUNDO MUNICIPAL DE SAÚDE","Registro de Preços de materiais médicos e hospitalares, para aquisições futuras e eventuais, para atendimento a Rede Municipal de Saúde do município de Criciúma/SC. Cfe. Ata RP n 57/2024.",Ordinário,33903036000000,"Material Hospitalar","credor_f3c6de9e-3162-41c0-b19e-75463c02ca37.csv",1441,1441.0,1441.0,0.0,PROCESSO," ","Aplicações Diretas",170031100178,"EMENDAS PARLAMENTARES INDIVIDUAIS-Transf. Com. Finalidade Definida",vinculado," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Atenção Básica","SAUDE PARA TODOS",1050,"Manut. PSF e ESF"," ","OUTRAS DESPESAS CORRENTES","Material de Consumo",1441.0,0.0,0,0,0,0,0.0,0.0," "," ","itens_cee50d80-1419-4230-a0f9-7f170846f64a.csv","liquidacoes_5e3a11ca-43b4-468a-8add-ed6d98b98722.csv","pagamentos_c28940ff-b32d-40cc-b44f-857bc7480e20.csv","dotacaoOrcamentaria_29d1af32-97bb-453a-af59-37a81cd7ecc0.csv"," ","documentosFiscais_39b72f73-ee8c-4d8d-a316-748fbdaa9805.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-04,"licitacao_1910399e-3ab5-4a2d-9f66-14db664a80f7.csv",2581,10722114,"FUNDO MUNICIPAL DE SAÚDE","Registro de preços de medicamentos para atendimento a Rede Municipal de Saúde do município de Criciúma/SC. Cfe. Ata RP n 71/2023.",Ordinário,33903202000000,Medicamentos,"credor_5ab0b740-1312-4084-a017-64e299d86b0e.csv",1159.8,1159.8,1159.8,0.0,PROCESSO," ","Aplicações Diretas",150010020102,"Receitas de Impostos e de Transferência de Impostos - Saúde",Ordinário," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Suporte Profilático e Terapêutico","SAUDE PARA TODOS",1202,"Manutenção da Assistência Farmacêutica"," ","OUTRAS DESPESAS CORRENTES","Material, Bem ou Serviço para Distribuição Gratuita",1159.8,0.0,0,0,0,0,0.0,0.0," "," ","itens_97ac9a25-0b0f-46a0-b514-3698e1cd548b.csv","liquidacoes_86d1828c-e757-47d6-a9d1-306cb9e3b2c7.csv","pagamentos_9a0c29a0-3b5e-4a7f-80cf-9ae6a9727301.csv","dotacaoOrcamentaria_65a88171-258c-4e84-a59a-8cb80fa1509e.csv"," ","documentosFiscais_a911758b-233c-476a-9003-b874ffa93c6b.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-19,"licitacao_ee5495ce-87a0-489a-9e85-5b84c5a3475e.csv",2803,10722203,"FUNDO MUNICIPAL DE SAÚDE","Registro de preços de peças e serviços, para aquisições futuras, na retifica de bombas e bicos injetores para motores a diesel nas linhas leves, utilitários/misto e caminhões e ônibus, pertencentes a frota oficial do Município de Criciúma, em atendimento a Secretaria Municipal de Saúde. Cfe. Termos  da Ata RP n 264/2023.",Ordinário,33903919000000,"Manutenção e Conservação de Veículos","credor_b02e3266-6dc1-47c8-a383-2cde92055649.csv",486.42,486.42,486.42,0.0,PROCESSO," ","Aplicações Diretas",150010020102,"Receitas de Impostos e de Transferência de Impostos - Saúde",Ordinário," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Atenção Básica","SAUDE PARA TODOS",1045,"Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut."," ","OUTRAS DESPESAS CORRENTES","Outros Serviços de Terceiros - Pessoa Jurídica",486.42,0.0,0,0,0,0,0.0,0.0," "," ","itens_5950af2f-84e6-4556-b7a4-12dcab95a350.csv","liquidacoes_4444aaa7-d2ce-4122-b895-fbde0490ea7b.csv","pagamentos_008d6b9b-d30f-4f0b-8ef7-886f3231947b.csv","dotacaoOrcamentaria_aef06485-19c7-4da6-b04e-1bcf1b1b148d.csv"," ","documentosFiscais_151f2d26-422b-4155-acf5-45b6bcf1644f.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-24," ",2854,10722037,"FUNDO MUNICIPAL DE SAÚDE","Ref. diária sem pernoite, para custear despesas no transporte de paciente de Criciúma/SC para Florianópolis/SC, via Tratamento Fora do Domicílio - TFD, no dia 24 de junho de 2024. Cfe. Memorando n 961/2024/TFD.",Ordinário,33901414000000,"Diárias no País - Civil","credor_6ddd0967-be6f-44c3-8213-dd51095399e5.csv",79.79,79.79,79.79,0.0,DIARIA," ","Aplicações Diretas",160000000138,"Transf. do SUS/União",vinculado," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Atenção Básica","SAUDE PARA TODOS",1045,"Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut."," ","OUTRAS DESPESAS CORRENTES","Diárias - Civil",79.79,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_20938791-fe4c-4d60-b457-ed74f5c9bbf8.csv","pagamentos_979fb3c1-def8-4c3a-8978-7ed7c4268b05.csv","dotacaoOrcamentaria_aa0cbe9f-1cc8-4805-819d-fb1e741d94c1.csv"," ","documentosFiscais_153e816b-11df-4b64-9c4e-48615e7d4855.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-24," ",2855,10722037,"FUNDO MUNICIPAL DE SAÚDE","Ref. diária sem pernoite, para custear despesas no transporte de paciente de Criciúma/SC para Florianópolis/SC, via Tratamento Fora do Domicílio - TFD, no dia 24 de junho de 2024. Cfe. Memorando n 965/2024/TFD.",Ordinário,33901414000000,"Diárias no País - Civil","credor_c554ddca-6682-4511-aef7-c84356c0de04.csv",79.79,79.79,79.79,0.0,DIARIA," ","Aplicações Diretas",160000000138,"Transf. do SUS/União",vinculado," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Atenção Básica","SAUDE PARA TODOS",1045,"Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut."," ","OUTRAS DESPESAS CORRENTES","Diárias - Civil",79.79,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_4bc4df03-3cdd-46e5-b370-25865f85fb15.csv","pagamentos_4ffbec32-d142-4277-83dd-39f43d5bee84.csv","dotacaoOrcamentaria_e5b4de67-5172-4dc7-bf75-61a97da7b2d9.csv"," ","documentosFiscais_c208bb2e-6ca0-44c3-b2eb-64e76762cfc1.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-24," ",2856,10722037,"FUNDO MUNICIPAL DE SAÚDE","Ref. diária sem pernoite, para custear despesas no transporte de paciente de Criciúma/SC para Florianópolis/SC, via Tratamento Fora do Domicílio - TFD, no dia 24 de junho de 2024. Cfe. Memorando n 963/2024/TFD.",Ordinário,33901414000000,"Diárias no País - Civil","credor_dfba1c29-0606-41d4-887a-1c36476947c4.csv",79.79,79.79,79.79,0.0,DIARIA," ","Aplicações Diretas",160000000138,"Transf. do SUS/União",vinculado," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Atenção Básica","SAUDE PARA TODOS",1045,"Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut."," ","OUTRAS DESPESAS CORRENTES","Diárias - Civil",79.79,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_b91a7693-a5f7-48a6-bfd1-f621ff6c1382.csv","pagamentos_12755962-65f8-4078-80e0-6fc8ab24b345.csv","dotacaoOrcamentaria_6dc6ee8a-fa88-4981-ba26-9a3a6e61f55d.csv"," ","documentosFiscais_35266f74-86b9-41a9-ad5d-8c4e12343148.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-24," ",2857,10722037,"FUNDO MUNICIPAL DE SAÚDE","Ref. diária sem pernoite, para custear despesas no transporte de paciente de Criciúma/SC para São José/SC, via Tratamento Fora do Domicílio - TFD, no dia 24 de junho de 2024. Cfe. Memorando n 968/2024/TFD.",Ordinário,33901414000000,"Diárias no País - Civil","credor_22c3712a-7557-4658-81ff-432d58275d75.csv",79.79,79.79,79.79,0.0,DIARIA," ","Aplicações Diretas",160000000138,"Transf. do SUS/União",vinculado," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Atenção Básica","SAUDE PARA TODOS",1045,"Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut."," ","OUTRAS DESPESAS CORRENTES","Diárias - Civil",79.79,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_c86e538c-9b0f-4350-8a6c-dd69ced343c4.csv","pagamentos_6fc41de0-f305-436f-9588-311dc91762f9.csv","dotacaoOrcamentaria_67f6b0ef-cc86-4848-a7f0-065981b87587.csv"," ","documentosFiscais_15b7264b-86f5-4a44-a27b-874c1bf30cd3.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-24," ",2858,10722037,"FUNDO MUNICIPAL DE SAÚDE","Ref. diária sem pernoite, para custear despesas no transporte de paciente de Criciúma/SC para Sombrio/SC, via Tratamento Fora do Domicílio - TFD, no dia 24 de junho de 2024. Cfe. Memorando n 966/2024/TFD.",Ordinário,33901414000000,"Diárias no País - Civil","credor_db7b7c98-495d-4d47-a802-241db563bdd7.csv",39.9,39.9,39.9,0.0,DIARIA," ","Aplicações Diretas",160000000138,"Transf. do SUS/União",vinculado," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Atenção Básica","SAUDE PARA TODOS",1045,"Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut."," ","OUTRAS DESPESAS CORRENTES","Diárias - Civil",39.9,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_8ac7b4c7-b840-4247-990d-96646f8a7b60.csv","pagamentos_127c0745-2ef5-4d75-8eeb-b56115167c94.csv","dotacaoOrcamentaria_7e476a57-421d-4632-bfa1-9560f51ddb45.csv"," ","documentosFiscais_8620f777-cd85-482f-9133-d951edba6f0e.csv"," "," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",2024,2024,2024-06-24," ",2859,10722037,"FUNDO MUNICIPAL DE SAÚDE","Ref. diária sem pernoite, para custear despesas no transporte de paciente de Criciúma/SC para Armazém/SC, via Tratamento Fora do Domicílio - TFD, no dia 24 de junho de 2024. Cfe. Memorando n 964/2024/TFD.",Ordinário,33901414000000,"Diárias no País - Civil","credor_2e123f62-85e5-4efb-9358-eadf528bc71e.csv",39.9,39.9,39.9,0.0,DIARIA," ","Aplicações Diretas",160000000138,"Transf. do SUS/União",vinculado," ",Executivo,"Fundo Mun. de Saúde",Saúde,"Atenção Básica","SAUDE PARA TODOS",1045,"Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut."," ","OUTRAS DESPESAS CORRENTES","Diárias - Civil",39.9,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_89ba08d5-d89f-45b5-9697-80b9c966884c.csv","pagamentos_3af632ba-0ba0-47b4-be4f-f737ccae58af.csv","dotacaoOrcamentaria_ab600f23-5900-4993-a46e-91d191d05104.csv"," ","documentosFiscais_9bfa7aaf-a8c4-4fcf-80b3-3bb65bf504cf.csv"," "," "
