nomeEntidade,ano,descricaoPrograma,descricao,objetivo,descricaoOrgao,descricaoUnidade,descricaoFuncao,descricaoSubfuncao,idAcao,descricaoAcao,natureza,idDespesa,numeroElemento,descricaoElemento,descricaoLocalizador,categoriaEconomica,valorOrcado,valorOrcadoAlterado,valorOrcadoAtualizado,valorEmpenhado,valorEmpenhadoAtualizado,valorLiquidado,valorLiquidadoAtualizado,valorALiquidar,valorPago,valorPagoAnulado,valorPagoAtualizado,valorAPagarEmpenhado,valorAPagarLiquidado,"percentualEmpenhadoSobreOrcadoInicial","percentualEmpenhadoSobreOrcadoAtualizado","percentualLiquidadoSobreOrcadoInicial","percentualLiquidadoSobreOrcadoAtualizado","percentualPagoSobreOrcadoInicial","percentualPagoSobreOrcadoAtualizado",fontesRecursos,informacaoPlanejamento,empenhos,suplementacoes,descricaoRecurso
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"ALIMENTAÇÃO ESCOLAR E LOGÍSTICA DE MATERIAIS","Alimentação Escolar","Assegurar uma alimentação escolar de qualidade, por meio de práticas nutricionais adequadas, gestão logística eficiente e monitoramento contínuo, promovendo o desenvolvimento integral dos estudantes e sua permanência na escola.","SEC. MUN. DE EDUCAÇÃO","Alimentação a Educação Básica",Educação,"Alimentação e Nutrição",1037,"Alimentação Escolar","APLICAÇÕES DIRETAS",129,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",30000000,0,30000000,2.118077199E7,1.796125751E7,1.042067563E7,1.042067563E7,7540581.88,9483695.32,0,9483695.32,8477562.19,936980.31,70.6,70.6,34.74,34.74,31.61,316.33,"fontesRecursos_7cd639c3-f500-4da3-9ef4-e10fdeef28b3.csv","informacaoPlanejamento_59e7e824-e1c0-49bc-98a0-123725089ff8.csv","empenhos_e844342d-0d4e-4455-9079-fbce80c10b4d.csv","suplementacoes_048ba503-78c0-4cc4-9371-264a3f464208.csv","Transferência do Salário-Educação"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS DESENVOLVIMENTO","Pavimentação/Recup/Revitalização/Mobilidade Urbana/Emprestimo FONPLATA, BNDES/BRDE","Elaborar projetos arquitetônicos, urbanísticos e geométricos (rodoviários) de espaços públicos; Revisar e regulamentar constantemente a legislação urbanística do Plano Diretor; Executar obras de edificações e espaços públicos de interesse da coletividade. Garantir o desenvolvimento econômico do município por meio de execução de obras significativas ao crescimento urbano.Tornar à cidade mais humanizada, bonita e agradável de se viver, sempre em conformidade com o Plano Diretor do Município.","SECRETARIA DE INFRAESTRUTURA E OBRAS","Abertura/Pavimentação/Manut. de Vias Públicas",Urbanismo,"Infra-Estrutura Urbana",1079,"Pavimentação/Recup/Revitalização/Mobilidade Urbana/Emprestimo FONPLATA, BNDES/BRDE","APLICAÇÕES DIRETAS",171,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",20000000,3.12836199E7,5.12836199E7,4.322206262E7,3.99493019E7,2.931889922E7,2.782146368E7,1.212783822E7,2.66046545E7,3584.26,2.660107024E7,1.334823166E7,1220393.44,216.11,84.28,146.59,57.17,133.02,192.76,"fontesRecursos_a4be26e4-08cb-4902-8f19-2e8ae96ff40f.csv","informacaoPlanejamento_372f31dd-4de5-447b-9d98-2e00c1980579.csv","empenhos_8eeb5c40-c049-400a-8fc1-0d972f482892.csv","suplementacoes_4ddb1537-95a1-4f54-8cd8-bec535b55e01.csv","Recursos de Operações de Crédito Externa"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manutenção da Diretoria de Atos Oficiais e Gestão de Pessoas","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","GABINETE DO PREFEITO","Diretoria de Atos de Oficiais e Gestão de Pessoas",Administração,"Administração Geral",1246,"Manutenção da Diretoria de Atos Oficiais e Gestão de Pessoas","APLICAÇÕES DIRETAS",20,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",12800000,936000,13736000,1.439631248E7,1.353174534E7,7875052.66,7875052.66,5656692.68,7044004.54,0,7044004.54,6487740.8,831048.12,112.47,104.81,61.52,57.33,55.03,195.0,"fontesRecursos_15650211-0698-45d0-9b5c-8c9e30ac5702.csv","informacaoPlanejamento_ea99e0a2-5535-4f11-947c-b38191faa683.csv","empenhos_ca96afa7-97a1-4821-a2ea-e79f0d1fc7f1.csv","suplementacoes_87493e77-6e40-4521-a7bf-9ffd51d3b006.csv","Outros Recursos não Vinculados"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS DESENVOLVIMENTO","Manut. do Gabinete Secretaria de Infraestrutura e Obras","Elaborar projetos arquitetônicos, urbanísticos e geométricos (rodoviários) de espaços públicos; Revisar e regulamentar constantemente a legislação urbanística do Plano Diretor; Executar obras de edificações e espaços públicos de interesse da coletividade. Garantir o desenvolvimento econômico do município por meio de execução de obras significativas ao crescimento urbano.Tornar à cidade mais humanizada, bonita e agradável de se viver, sempre em conformidade com o Plano Diretor do Município.","SECRETARIA DE INFRAESTRUTURA E OBRAS","Gab. Secretaria de Infraestrutura e Obras",Administração,"Administração Geral",1072,"Manut. do Gabinete Secretaria de Infraestrutura e Obras","APLICAÇÕES DIRETAS",157,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",50000,0,50000,11852.83,11852.83,11852.83,11852.83,0.0,5187.8,0,5187.8,6665.03,6665.03,23.71,23.71,23.71,23.71,10.38,963.8,"fontesRecursos_9d01b86f-36a8-44b0-9a11-13087a624392.csv","informacaoPlanejamento_5dc353fa-c29f-4a05-8681-1da57ce56269.csv","empenhos_a71f6d06-d3b4-4911-8908-d1052fd32a6b.csv"," ","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"GESTÃO E EQUILÍBRIO FISCAL","Manut. do Controle Interno","Garantir a estabilidade macroeconômica e o equilíbrio fiscal do município, buscando uma gestão financeira sustentável, por meio do controle da aplicação dos recursos públicos e acompanhamento da execução financeira.","CONTROLADORIA-GERAL DO MUNICÍPIO - CGM","Controladoria-Geral do Município CGM",Administração,"Controle Interno",1021,"Manut. do Controle Interno","APLICAÇÕES DIRETAS",205,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",20000,0,20000,22240.93,13673.89,13673.89,13673.89,0.0,13673.89,0,13673.89,0.0,0.0,111.2,111.2,68.37,68.37,68.37,146.26,"fontesRecursos_8020c08a-0078-45e0-84c1-65871ddd4df2.csv","informacaoPlanejamento_61918215-46f4-46af-b60c-f5bc54339787.csv","empenhos_96505617-7cd4-494f-809e-37b6278496d6.csv"," ","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manut. Fdo. Gerência de Agricultura e Agronegócio / Diretoria de Agricultura","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","SEC. DES. ECONÔMICO, INDÚSTRIA, COMÉRCIO E SERVIÇO","Diretoria de Agricultura",Agricultura,"Extensão Rural",1026,"Manut. Fdo. Gerência de Agricultura e Agronegócio / Diretoria de Agricultura","APLICAÇÕES DIRETAS",238,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",1350000,0,1350000,767887.78,762012.78,152092.61,152092.61,609920.17,146675.86,0,146675.86,615336.92,5416.75,56.88,56.88,11.27,11.27,10.86,920.4,"fontesRecursos_854c0dfb-d750-4391-a0c8-de221eead9f6.csv","informacaoPlanejamento_32c14c0c-bfff-4d0b-a17b-85a67ff470de.csv","empenhos_9e90d4e5-22cb-4e4c-a647-266e60491fe9.csv"," ","Outras Transferências de Convênios ou Instrumentos Congêneres da União"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"GESTÃO E EQUILÍBRIO FISCAL","Manut. da Diretoria da Receita","Garantir a estabilidade macroeconômica e o equilíbrio fiscal do município, buscando uma gestão financeira sustentável, por meio do controle da aplicação dos recursos públicos e acompanhamento da execução financeira.","SEC. MUN. DA FAZENDA","Diretoria da Receita",Administração,"Administração Financeira",1262,"Manut. da Diretoria da Receita","APLICAÇÕES DIRETAS",86,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",5050000,1945000,6995000,7476575.98,6881171.71,4591308.44,4587904.17,2293267.54,4335709.65,42.29,4335667.36,2545504.35,252236.81,148.05,106.88,90.92,65.64,85.86,161.33,"fontesRecursos_66e0d290-b52e-447e-9cff-04794f767cbc.csv","informacaoPlanejamento_6c2be8f9-b942-48ac-889b-3c35b532ddf1.csv","empenhos_74178c86-3b8c-4326-8e02-23283dcc4ddc.csv","suplementacoes_3fe9a11b-7c50-4e69-96a1-6754cce28ea3.csv","Outros Recursos não Vinculados"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"GESTÃO EFICIENTE COM FOCO NA APRENDIZAGEM","Unidades Escolares - Ensino Fundamental","Garantir o acesso, a permanência e a aprendizagem de qualidade no Ensino Fundamental, com foco na alfabetização na idade certa, na recomposição das aprendizagens e na elevação dos indicadores de desempenho educacional do município.","SEC. MUN. DE EDUCAÇÃO","Unidades Escolares",Educação,"Ensino Fundamental",1032,"Unidades Escolares - Ensino Fundamental","APLICAÇÕES DIRETAS",118,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",30312500,2263993.3,3.25764933E7,1666369.76,1666369.76,1104393.2,1104393.2,561976.56,1101465.19,0,1101465.19,564904.57,2928.01,5.5,5.12,3.64,3.39,3.63,2957.56,"fontesRecursos_dbe471c3-bb2e-4042-8926-5d4cb0d23eba.csv","informacaoPlanejamento_96d423af-973e-4257-9399-36965c124158.csv","empenhos_31bd2e89-a4cf-4f1f-9fd6-750b95f0da2b.csv","suplementacoes_7afce6a5-c724-4c8e-ab19-aae409d89264.csv","Transferências do FUNDEB - Impostos e Transferências de Impostos - 30%"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"GESTÃO DA QUALIDADE NA EDUCAÇÃO INFANTIL","Creches e Pré-Escolares - Educação Infantil","Assegurar o desenvolvimento integral das crianças na Educação Infantil, por meio da qualificação pedagógica, da ampliação da infraestrutura e da gestão equitativa da oferta de vagas, garantindo acesso, qualidade e equidade no atendimento.","SEC. MUN. DE EDUCAÇÃO","Creches e Pré-Escolares",Educação,"Educação Infantil",1031,"Creches e Pré-Escolares - Educação Infantil","APLICAÇÕES DIRETAS",109,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",14020000,419701.1,1.44397011E7,342909.32,342909.32,268720.94,268720.94,74188.38,268720.94,0,268720.94,74188.38,0.0,2.45,2.37,1.92,1.86,1.92,5373.49,"fontesRecursos_f16f5580-d9c9-4837-9c4a-78bf799f6092.csv","informacaoPlanejamento_ac0d5e97-d177-4e95-9bbc-86c254d6f103.csv","empenhos_1acbe2dd-c320-41d7-a685-1333ba9e38c0.csv","suplementacoes_4c242b35-e718-4235-83f7-a57d9304c4fb.csv","Recursos não Vinculados de Impostos - Educação"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manut. da Diretoria de Tecnologia e Inovação","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","SECRETARIA DE GOVERNANÇA","Diretoria de Tecnologia e Inovação",Administração,"Tecnologia da Informatização",1010,"Manut. da Diretoria de Tecnologia e Inovação","APLICAÇÕES DIRETAS",208,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",2000000,-300000,1700000,21340.89,12773.85,10993.85,10993.85,1780.0,10993.85,0,10993.85,1780.0,0.0,1.07,1.26,0.55,0.65,0.55,15463.19,"fontesRecursos_6de1dbf9-838b-457a-8395-457fd83319d2.csv","informacaoPlanejamento_8e444f2c-23ed-4241-a56f-44966f6cd177.csv","empenhos_fef9663c-6a0d-4384-9eb9-d555dfd66784.csv","suplementacoes_d39f5a70-027d-4530-89d3-1cb713b2593b.csv","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"GESTÃO E EQUILÍBRIO FISCAL","Manut. da Tesouraria e Contabilidade - Financeiro","Garantir a estabilidade macroeconômica e o equilíbrio fiscal do município, buscando uma gestão financeira sustentável, por meio do controle da aplicação dos recursos públicos e acompanhamento da execução financeira.","SEC. MUN. DA FAZENDA","Administração Fazendária",Administração,"Administração Financeira",1023,"Manut. da Tesouraria e Contabilidade - Financeiro","APLICAÇÕES DIRETAS",83,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",14000000,37500,14037500,1.281329391E7,1.26635225E7,8318304.7,8318304.7,4345217.8,8264348.99,0,8264348.99,4399173.51,53955.71,91.52,91.28,59.42,59.26,59.03,169.86,"fontesRecursos_98f110fe-9333-47c4-aaa9-46bf5adaa180.csv","informacaoPlanejamento_222f4e7e-3764-468d-a5c3-51cb695c3917.csv","empenhos_b94fba22-50de-4e86-bfd0-237f914c9638.csv","suplementacoes_2bde3e33-3750-4f55-8ec6-2dc3c0768d81.csv","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"GESTÃO E EQUILÍBRIO FISCAL","Manut. da Diretoria da Receita","Garantir a estabilidade macroeconômica e o equilíbrio fiscal do município, buscando uma gestão financeira sustentável, por meio do controle da aplicação dos recursos públicos e acompanhamento da execução financeira.","SEC. MUN. DA FAZENDA","Diretoria da Receita",Administração,"Administração Financeira",1262,"Manut. da Diretoria da Receita","APLICAÇÕES DIRETAS",87,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",100000,-65000,35000,31314.1,31314.1,31314.1,31314.1,0.0,31314.1,0,31314.1,0.0,0.0,31.31,89.47,31.31,89.47,31.31,111.77,"fontesRecursos_d0a509ee-3e8d-4718-93d4-64d6a54d3c3c.csv","informacaoPlanejamento_f5f4cdb1-c5aa-456d-ba83-564a2f351239.csv","empenhos_ef4eb271-3e9f-4895-a273-a73b0a04eaaf.csv","suplementacoes_3dc4188b-57de-48a8-84d4-1c00dc62c891.csv","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manut. da Diretoria de Comunicação","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","GABINETE DO PREFEITO","Diretoria de Comunicação",Administração,"Administração Geral",1011,"Manut. da Diretoria de Comunicação","APLICAÇÕES DIRETAS",15,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",5000000,275500,5275500,5075346.32,5075346.32,1983330.3,1978187.7,3097158.62,1775999.23,218.04,1775781.19,3299565.13,202406.51,101.51,96.21,39.67,37.6,35.52,297.04,"fontesRecursos_6b99610d-6857-4296-9927-e2b92209c8c9.csv","informacaoPlanejamento_1483ba13-6443-4a9d-9b32-e0260c21edfc.csv","empenhos_0d18f551-22bc-48cf-96db-c89fbfba7a58.csv","suplementacoes_7e409675-d7fb-4065-8bcb-f48db01c9a79.csv","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manut. do Gabinete/Assessoria do Prefeito","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","GABINETE DO PREFEITO","Gabinete do Prefeito / Assessoria de Gabinete",Administração,"Administração Geral",1002,"Manut. do Gabinete/Assessoria do Prefeito","APLICAÇÕES DIRETAS",3,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",50000,606.85,50606.85,9230.35,9230.35,9230.35,9230.35,0.0,9230.35,0,9230.35,0.0,0.0,18.46,18.24,18.46,18.24,18.46,548.27,"fontesRecursos_10395878-ea27-418c-9a8c-bd616f06f345.csv","informacaoPlanejamento_49fa2c7b-cc20-46ec-8e0d-5d9c1d77bc5b.csv","empenhos_5156bac7-7bb2-4ae3-bb02-6e3acbd5c31a.csv","suplementacoes_9cac1ce8-3e21-40ed-a298-b7ccee4a2462.csv","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS DESENVOLVIMENTO","Canalizações, Drenagens e manejo de Rios","Elaborar projetos arquitetônicos, urbanísticos e geométricos (rodoviários) de espaços públicos; Revisar e regulamentar constantemente a legislação urbanística do Plano Diretor; Executar obras de edificações e espaços públicos de interesse da coletividade. Garantir o desenvolvimento econômico do município por meio de execução de obras significativas ao crescimento urbano.Tornar à cidade mais humanizada, bonita e agradável de se viver, sempre em conformidade com o Plano Diretor do Município.","SECRETARIA DE INFRAESTRUTURA E OBRAS","Canalizações, Drenagens e manejo dos Rios",Saneamento,"Saneamento Básico Urbano",1076,"Canalizações, Drenagens e manejo de Rios","APLICAÇÕES DIRETAS",201,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",5100000,6546000,11646000,6347668.73,6347668.73,2626661.1,2626661.1,3721007.63,2623070.1,0,2623070.1,3724598.63,3591.0,124.46,54.51,51.5,22.55,51.43,443.98,"fontesRecursos_bb5b9b1e-3097-4246-bac0-b066f687a1ca.csv","informacaoPlanejamento_c9c8f152-6670-4d75-bcdb-cb0949d5dfca.csv","empenhos_2153033f-56ef-44f2-a731-960e5aa38a03.csv","suplementacoes_d65012ee-d4a3-4fae-99cb-9ebc2175fce5.csv","Outras Transferências de Convênios ou Instrumentos Congêneres da União"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS DESENVOLVIMENTO","Manut. de Diretoria de Operações de Obras","Elaborar projetos arquitetônicos, urbanísticos e geométricos (rodoviários) de espaços públicos; Revisar e regulamentar constantemente a legislação urbanística do Plano Diretor; Executar obras de edificações e espaços públicos de interesse da coletividade. Garantir o desenvolvimento econômico do município por meio de execução de obras significativas ao crescimento urbano.Tornar à cidade mais humanizada, bonita e agradável de se viver, sempre em conformidade com o Plano Diretor do Município.","SECRETARIA DE INFRAESTRUTURA E OBRAS","Diretoria de Operações de Obras",Urbanismo,"Serviços Urbanos",1073,"Manut. de Diretoria de Operações de Obras","APLICAÇÕES DIRETAS",167,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",8510000,-5181707.03,3328292.97,250716.8,230952.72,101085.27,101085.27,129867.45,90613.09,0,90613.09,140339.63,10472.18,2.95,7.53,1.19,3.04,1.06,3673.08,"fontesRecursos_a97cc6dd-c9b0-4506-90bf-ba20c6992a7a.csv","informacaoPlanejamento_4e3d6ed8-0b92-4186-9cd5-1828d536f1fa.csv","empenhos_bdb1bdbb-89fd-47e9-b9e7-0219cc75719d.csv","suplementacoes_db94659b-611b-4f7f-8276-51418b199c17.csv","Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"GESTÃO E EQUILÍBRIO FISCAL","Manut. do Controle Interno","Garantir a estabilidade macroeconômica e o equilíbrio fiscal do município, buscando uma gestão financeira sustentável, por meio do controle da aplicação dos recursos públicos e acompanhamento da execução financeira.","CONTROLADORIA-GERAL DO MUNICÍPIO - CGM","Controladoria-Geral do Município CGM",Administração,"Controle Interno",1021,"Manut. do Controle Interno","APLICAÇÕES DIRETAS",204,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",50000,88000,138000,171825.8,136088.0,81550.0,81550.0,54538.0,70487.85,0,70487.85,65600.15,11062.15,343.65,124.51,163.1,59.09,140.98,195.78,"fontesRecursos_ef866d8d-33ae-43f8-9d99-1146b783c95d.csv","informacaoPlanejamento_5fb13a7e-30ef-4ffd-809b-4726bddba055.csv","empenhos_2b457e86-5843-459a-987a-4a43ebee8cd4.csv","suplementacoes_4b3aec02-eb27-4d79-9250-d64dbee218fc.csv","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS DESENVOLVIMENTO","Manut. do Fdo de Desenvolvimento Municipal/FUNDEM","Elaborar projetos arquitetônicos, urbanísticos e geométricos (rodoviários) de espaços públicos; Revisar e regulamentar constantemente a legislação urbanística do Plano Diretor; Executar obras de edificações e espaços públicos de interesse da coletividade. Garantir o desenvolvimento econômico do município por meio de execução de obras significativas ao crescimento urbano.Tornar à cidade mais humanizada, bonita e agradável de se viver, sempre em conformidade com o Plano Diretor do Município.","SECRETARIA DE INFRAESTRUTURA E OBRAS","Manut. Fdo. de Desenvolvimento Municipal/FUNDEM",Administração,"Administração Geral",1220,"Manut. do Fdo de Desenvolvimento Municipal/FUNDEM","APLICAÇÕES DIRETAS",193,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",1500000,0,1500000,1500000.0,1500000.0,1419000.0,1419000.0,81000.0,1419000.0,0,1419000.0,81000.0,0.0,100.0,100.0,94.6,94.6,94.6,105.71,"fontesRecursos_98defcd2-6a55-423d-9e6e-4ce172e7e915.csv","informacaoPlanejamento_f38f71b3-2b6f-4d53-952b-fdc7132f09c6.csv","empenhos_479e4545-1b98-45c0-9f59-54e36db007c0.csv"," ","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manut. do Gabinete/Assessoria do Prefeito","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","GABINETE DO PREFEITO","Gabinete do Prefeito / Assessoria de Gabinete",Administração,"Administração Geral",1002,"Manut. do Gabinete/Assessoria do Prefeito","APLICAÇÕES DIRETAS",2,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",100000,275709.54,375709.54,227790.83,227272.13,116924.74,116406.04,110866.09,95569.99,398.7,95171.29,132100.84,21234.75,227.79,60.63,116.92,31.12,95.57,393.13,"fontesRecursos_4a73a0d0-3dcc-402d-afca-b782702c86ef.csv","informacaoPlanejamento_787c9603-0447-4d3f-b5a4-4c2cfe55b3ec.csv","empenhos_79285cda-2e08-4f59-bc14-6f07ef9ac836.csv","suplementacoes_a46927c7-ae9b-496b-b984-965591b1edc1.csv","Assistência Financeira Transporte Coletivo  Art. 5, inciso IV - EC n 123/2022 / Superávit do exercício anterior"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS DESENVOLVIMENTO","Manut. do Gabinete Secretaria de Infraestrutura e Obras","Elaborar projetos arquitetônicos, urbanísticos e geométricos (rodoviários) de espaços públicos; Revisar e regulamentar constantemente a legislação urbanística do Plano Diretor; Executar obras de edificações e espaços públicos de interesse da coletividade. Garantir o desenvolvimento econômico do município por meio de execução de obras significativas ao crescimento urbano.Tornar à cidade mais humanizada, bonita e agradável de se viver, sempre em conformidade com o Plano Diretor do Município.","SECRETARIA DE INFRAESTRUTURA E OBRAS","Gab. Secretaria de Infraestrutura e Obras",Administração,"Administração Geral",1072,"Manut. do Gabinete Secretaria de Infraestrutura e Obras","APLICAÇÕES DIRETAS",156,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",100000,0,100000,89643.43,89643.43,89643.43,89643.43,0.0,89643.43,0,89643.43,0.0,0.0,89.64,89.64,89.64,89.64,89.64,111.55,"fontesRecursos_cbeaa8ee-d11c-42ef-b4c5-bf481905a327.csv","informacaoPlanejamento_3f3a3d51-26e7-4184-a13b-d68188bdaf48.csv","empenhos_de0e835d-2a14-4f84-81c9-30fe67b1d538.csv"," ","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"INCENTIVO À CONTINUIDADE EDUCACIONAL E ACADÊMICA","Auxílio ao Ensino Superior","Possibilitar o acesso de estudantes da rede pública ao ensino superior por meio de bolsas de estudo, e fomentar a formação acadêmica continuada dos profissionais da educação com incentivos à realização de pós-graduação.","SEC. MUN. DE EDUCAÇÃO","Auxilio ao Ensino",Educação,"Ensino Superior",1036,"Auxílio ao Ensino Superior","APLICAÇÕES DIRETAS",134,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",4000000,0,4000000,3784144.0,3784144.0,2546062.38,2546062.38,1238081.62,2530284.38,0,2530284.38,1253859.62,15778.0,94.6,94.6,63.65,63.65,63.26,158.08,"fontesRecursos_f50233b0-3679-4f43-a639-87b7959d8285.csv","informacaoPlanejamento_2d0a077e-7b63-432e-a829-0a99e86b9b5f.csv","empenhos_435fe6c4-d92e-4d7a-a6c0-34e8d184c9a9.csv"," ","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS DESENVOLVIMENTO","Manut. Superintendências de Op. Rio Maina/Santa Luzia/Quarta Linha","Elaborar projetos arquitetônicos, urbanísticos e geométricos (rodoviários) de espaços públicos; Revisar e regulamentar constantemente a legislação urbanística do Plano Diretor; Executar obras de edificações e espaços públicos de interesse da coletividade. Garantir o desenvolvimento econômico do município por meio de execução de obras significativas ao crescimento urbano.Tornar à cidade mais humanizada, bonita e agradável de se viver, sempre em conformidade com o Plano Diretor do Município.","SECRETARIA DE INFRAESTRUTURA E OBRAS","Superint. de Op. Rio Maina/Sta Luzia/Quarta Linha",Urbanismo,"Serviços Urbanos",1086,"Manut. Superintendências de Op. Rio Maina/Santa Luzia/Quarta Linha","APLICAÇÕES DIRETAS",159,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",500000,0,500000,165862.86,165836.83,73739.75,73713.72,92123.11,73739.75,26.03,73713.72,92123.11,0.0,33.17,33.17,14.75,14.75,14.75,678.06,"fontesRecursos_4e786ee3-7a4c-4400-b97f-23d88b354d65.csv","informacaoPlanejamento_c4a39c32-1739-4040-aa83-9a3b636748fa.csv","empenhos_b5b0301c-12aa-443b-ab4e-44f4d6f0c97c.csv"," ","Recursos não Vinculados de Impostos"
